ID_Comentario;Equipo;Partido;Comentario_Limpio;Entidad_Mencionada
574;Arsenal;Arsenal V Ipswich;Gyokeres to Al Hilal…..Here We Go ????????;
575;Arsenal;Arsenal V Ipswich;Gyokeres will have his time. Don’t give up on him.;
576;Arsenal;Arsenal V Ipswich;Gyokeres??????Eze can't play wing??;
577;Arsenal;Arsenal V Ipswich;"Gyokores mental has to be checked, man needs help honestly. Confidence level dropped gosh ??";
578;Arsenal;Arsenal V Ipswich;Hata Tanzania ???? Tumefrahi??????????;
579;Arsenal;Arsenal V Ipswich;He Dey spoil arsenal catalogue with this conceding ??;
580;Arsenal;Arsenal V Ipswich;I dint watch the match. Did Gyokeres perform well during that match?;
581;Arsenal;Arsenal V Ipswich;"I feel so sad for Vik ,hope he finds himself??";
582;Arsenal;Arsenal V Ipswich;I feel so sorry for Victor and Eze. Their morale is so low. ??;
583;Arsenal;Arsenal V Ipswich;I feel sorry for Gyokeres and Eze. Their morale is so low...Then we really need to sell Kepa. That guy can't keep a clean sheet to save himself. The young gunners were excellent to watch;
584;Arsenal;Arsenal V Ipswich;I just dunno how we should help Gyokeres ??;
585;Arsenal;Arsenal V Ipswich;I still dont understand whats going on with Eze ....This is not the Eze we know..;
586;Arsenal;Arsenal V Ipswich;I told you Dowman is The Guy this is just the beginning;
587;Arsenal;Arsenal V Ipswich;I wish Gyokeres played for city then you’ll see how good he is;
588;Arsenal;Arsenal V Ipswich;"I’m Swedish and have watched Viktor for years. It’s not by choice he is just standing in the box waiting for a ball to come that never comes. He was a totally different player before where he dropped down, passed, dribbled past players, had at least 30 touches and 4 shots per game. He looks sad because this is not the way he wants to play. it has been ordered. There is 0 confidence because there is no confidence that has been given. I Feel bad for him because he’s truly one of the better strikers I have seen in a while, before you judge please take a look at all is games in Sweden and sporting and do full analysis. Most people here are just arsenal fans and I can totally see people are like what is he doing but trust me something more is going on";
589;Arsenal;Arsenal V Ipswich;"If kepa keeps domestic cup games, we aren’t going anywhere in them";
590;Arsenal;Arsenal V Ipswich;Is gyokores is a good signing for arsenal;
591;Arsenal;Arsenal V Ipswich;It feels strange as an Arsenal fan conceding 2 goals???? abi na only me??;
592;Arsenal;Arsenal V Ipswich;It's time to win this cup this season ??;
593;Arsenal;Arsenal V Ipswich;"Keep going, Viktor. We believe in you. ????";
594;Arsenal;Arsenal V Ipswich;Kepa and clean sheet ??………………………………??;
595;Arsenal;Arsenal V Ipswich;Kepa and Cleansheets have a beef. But well done lads??;
596;Arsenal;Arsenal V Ipswich;Kepa can never keep clean sheet ??;
597;Arsenal;Arsenal V Ipswich;Kepa forbids clean sheets man ????;
598;Arsenal;Arsenal V Ipswich;Kepa giving me high blood pressure;
599;Arsenal;Arsenal V Ipswich;Kepa go surely concede goals sha ni????;
600;Arsenal;Arsenal V Ipswich;Kepa if you’re seeing this your hands are worse than a basketball net ?? you can’t make a simple save to save your life ???????;
601;Arsenal;Arsenal V Ipswich;Kepa is not a keeper;
602;Arsenal;Arsenal V Ipswich;Kepa means no clean sheet in Greek;
603;Arsenal;Arsenal V Ipswich;KEPA Mehn ????????????????????????????- if we make it to the final - I hope Arteta doesn’t use him like he did last season;
604;Arsenal;Arsenal V Ipswich;"Kepa must concede goals ????, meslier should start next game o";
605;Arsenal;Arsenal V Ipswich;Kepa should pack his bags ????;
606;Arsenal;Arsenal V Ipswich;Kepa should take several seats please..;
607;Arsenal;Arsenal V Ipswich;Kepa shouldn’t be anywhere near the premier league;
608;Arsenal;Arsenal V Ipswich;Keppa is our problem arsenal we need to wake early;
609;Arsenal;Arsenal V Ipswich;"Let’s keep this positive momentum going. A win is a win, now onto the next one! ????";
610;Arsenal;Arsenal V Ipswich;Love arsenal;
611;Arsenal;Arsenal V Ipswich;Marli Simon and Max Dowman ?????;
612;Arsenal;Arsenal V Ipswich;Max dowman is a gem????;
613;Arsenal;Arsenal V Ipswich;"Max Dowman, what a player!";
614;Arsenal;Arsenal V Ipswich;Mikelllll ????;
615;Arsenal;Arsenal V Ipswich;My club?? my peace of mind ????;
616;Arsenal;Arsenal V Ipswich;My team ????;
617;Arsenal;Arsenal V Ipswich;"Nobody talking about Salmon’s performance today! big up all the young lads who played, they were all great!";
618;Arsenal;Arsenal V Ipswich;normal ??;
619;Arsenal;Arsenal V Ipswich;"Now Gyokeres’ lawyers are coming out crying, asking why no one passes to him (bro,doesn’t even get into a position where anyone can pass to him).";
620;Arsenal;Arsenal V Ipswich;Nyieee ????????;
621;Arsenal;Arsenal V Ipswich;Odegaard man ????;
622;Arsenal;Arsenal V Ipswich;Ofcourse we didn’t expect much from Kepa as soon as we saw the ARRIZABALAGA on the lineup. But congratulations to the Arsenal????;
623;Arsenal;Arsenal V Ipswich;okay im a huge vik defender but this dude genuinely is gonna be the death of the attacking line;
624;Arsenal;Arsenal V Ipswich;Our squad depth is insane;
625;Arsenal;Arsenal V Ipswich;People need to feed Gyokeres more;
626;Arsenal;Arsenal V Ipswich;Please make change;
627;Arsenal;Arsenal V Ipswich;Please sell or always keep Kepa on bench! Please ?? ??;
628;Arsenal;Arsenal V Ipswich;Raya conceded 1 goal on 6 games and Kepa conceded 2 goals on 1 game ??;
629;Arsenal;Arsenal V Ipswich;Remove Kepa pleeeeeeease.????;
630;Arsenal;Arsenal V Ipswich;RHS at the end of the game was hale end ?????? future is bright;
631;Arsenal;Arsenal V Ipswich;S;
632;Arsenal;Arsenal V Ipswich;Solid performance but Gyokeres & Kepa gotta be sold in January…;
633;Arsenal;Arsenal V Ipswich;sorry tertidur??;
634;Arsenal;Arsenal V Ipswich;Super max dowman;
635;Arsenal;Arsenal V Ipswich;super max?????;
636;Arsenal;Arsenal V Ipswich;The funniest thing about Eze is that he will do mistakes and still sit down on the ground and watch like nothing happens. ?? Gyokeres please step up ????….ANYWAYS ONTO THE NEXT UP! ????;
637;Arsenal;Arsenal V Ipswich;The two goals conceded hurts like a loss??;
638;Arsenal;Arsenal V Ipswich;"The way Ødegaard dribbles, passes, and dances across the pitch reminds me of Özil's prime.";
639;Arsenal;Arsenal V Ipswich;This is a type of match where GYOKERES would have used to remind ARTETA why he needs to be in the starting 11!!;
640;Arsenal;Arsenal V Ipswich;Trade Keppa for 2 beers??;
641;Arsenal;Arsenal V Ipswich;VARsenal ????;
642;Arsenal;Arsenal V Ipswich;Viktor keep going take it day by day keep believing in yourself COYG???? lets go Gunners;
643;Arsenal;Arsenal V Ipswich;Viktor pulled his head away from a tap in header. He’s out there trolling.;
644;Arsenal;Arsenal V Ipswich;"Viktor, it’s okay if you haven’t found your best form again yet, the way you did in Lisbon. Keep believing in yourself, trust our captain Ødegaard and our manager Mikel. Stay humble, keep learning, and keep working hard.";
645;Arsenal;Arsenal V Ipswich;We conceded 2 goals. Feels like a loss at this point ??;
646;Arsenal;Arsenal V Ipswich;"We didn't just arrive, we've come back.";
647;Arsenal;Arsenal V Ipswich;We shouldn’t be conceding goal against Ipswich ??;
648;Arsenal;Arsenal V Ipswich;We would have loved a clean sheet more ??;
649;Arsenal;Arsenal V Ipswich;WE’RE COMING FOR IT ALL! ??;
650;Arsenal;Arsenal V Ipswich;"We’re still proud of you, and we’re still happy to have you with us. Our support hasn’t changed — just like when we first welcomed you in Singapore.";
651;Arsenal;Arsenal V Ipswich;what a rubbish day for ed sheeran;
652;Arsenal;Arsenal V Ipswich;What happing to eze and Gyokeres ??;
653;Arsenal;Arsenal V Ipswich;What’s going on with Eze losing the ball a lot not to be negative but that ain’t we we signed;
654;Arsenal;Arsenal V Ipswich;Whats wrong with Victor Gyokeres? ??;
655;Arsenal;Arsenal V Ipswich;Y’all please leave Gyokeres alone!!!;
656;Arsenal;Arsenal V Ipswich;You guys can't pass to Gyokeres again;
657;Arsenal;Arsenal V Ipswich;Zuba Merino Bruno g n Max were MUSTARD!! ????????????????;
658;Arsenal;Arsenal V Ipswich;???????? ??????????;
659;Arsenal;Arsenal V Ipswich;??????????;
660;Arsenal;Arsenal V Ipswich;??????????;
661;Arsenal;Arsenal V Ipswich;??????;
662;Arsenal;Arsenal V Ipswich;??????;
663;Arsenal;Arsenal V Ipswich;????????;
664;Arsenal;Arsenal V Ipswich;??????;
665;Arsenal;Arsenal V Ipswich;????;
666;Arsenal;Arsenal V Ipswich;??????;
667;Arsenal;Arsenal V Ipswich;??????;
668;Arsenal;Arsenal V Ipswich;??????;
669;Arsenal;Arsenal V Ipswich;??????;
670;Arsenal;Arsenal V Ipswich;????????;
671;Arsenal;Arsenal V Ipswich;??????????????;
672;Arsenal;Arsenal V Ipswich;??????????????????????????;
673;Arsenal;Arsenal V Ipswich;????;
674;Arsenal;Arsenal V Ipswich;????;
675;Arsenal;Arsenal V Ipswich;????;
676;Arsenal;Arsenal V Ipswich;??????????;
677;Arsenal;Arsenal V Ipswich;????????????;
678;Arsenal;Arsenal V Ipswich;??????;
679;Arsenal;Arsenal V Ipswich;????????????;
680;Tottenham Hotspur;Spurs V Villa;17th again ole ole ????????;
681;Tottenham Hotspur;Spurs V Villa;After 80mint??;
682;Tottenham Hotspur;Spurs V Villa;Ayivalwe le club. Angikaze ngayibona into enje! ??????;
683;Tottenham Hotspur;Spurs V Villa;Big 6! ????;
684;Tottenham Hotspur;Spurs V Villa;bring Mauricio Pochettino home.;Mauricio Pochettino
685;Tottenham Hotspur;Spurs V Villa;CALM...THEY'LL BE BACK ??;
686;Tottenham Hotspur;Spurs V Villa;can we react quicker next time?;
687;Tottenham Hotspur;Spurs V Villa;Championship here we go ????;
688;Tottenham Hotspur;Spurs V Villa;Championship here we go??????????;
689;Tottenham Hotspur;Spurs V Villa;Conor> Tonalí;
690;Tottenham Hotspur;Spurs V Villa;Coventry have got their first win before us…;
691;Tottenham Hotspur;Spurs V Villa;Full-time.;
692;Tottenham Hotspur;Spurs V Villa;Hear me out- we’re a MUCH better team without Tonali ??????? just saying;
693;Tottenham Hotspur;Spurs V Villa;Hopeless;
694;Tottenham Hotspur;Spurs V Villa;How is Solanke a football but not a statue?;
695;Tottenham Hotspur;Spurs V Villa;"I miss richie, my R9";
696;Tottenham Hotspur;Spurs V Villa;Its a shame;
697;Tottenham Hotspur;Spurs V Villa;Iv been thinking a lot about this!;
698;Tottenham Hotspur;Spurs V Villa;Money can't change anything;
699;Tottenham Hotspur;Spurs V Villa;Mumet ya;
700;Tottenham Hotspur;Spurs V Villa;O Solanke;
701;Tottenham Hotspur;Spurs V Villa;Põe o Richarlisson no time;
702;Tottenham Hotspur;Spurs V Villa;Richarlison;Richarlison
703;Tottenham Hotspur;Spurs V Villa;Robertson went from being in a top 3 club to a bottom 3 club;
704;Tottenham Hotspur;Spurs V Villa;RUBBISH!!!;
705;Tottenham Hotspur;Spurs V Villa;Sigh;
706;Tottenham Hotspur;Spurs V Villa;son.....come back plz??????????????;
707;Tottenham Hotspur;Spurs V Villa;Take a Gian Piero Gasperini from Roma;
708;Tottenham Hotspur;Spurs V Villa;Take Gian Piero Gasperini.;
709;Tottenham Hotspur;Spurs V Villa;Time to go simple;
710;Tottenham Hotspur;Spurs V Villa;Wake up. Fight.;
711;Tottenham Hotspur;Spurs V Villa;"We fell in love with you not because you were the richest, but because you were the bravest.";
712;Tottenham Hotspur;Spurs V Villa;Who realize we’re 20th?????????;
713;Tottenham Hotspur;Spurs V Villa;Will we be in the Championship next year?;
714;Tottenham Hotspur;Spurs V Villa;??;
715;Tottenham Hotspur;Spurs V Villa;????????????;
716;Tottenham Hotspur;Spurs V Villa;??????;
717;Tottenham Hotspur;Spurs V Villa;????;
718;Tottenham Hotspur;Spurs V Villa;????????????;
719;Tottenham Hotspur;Spurs V Villa;?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ?????????????????????? ??????????????????????;
720;Tottenham Hotspur;Spurs V Villa;??;
721;Tottenham Hotspur;Spurs V Villa;??? ????;
722;Tottenham Hotspur;Spurs V Villa;?????;
723;Tottenham Hotspur;Spurs V Everton;#free richarlison;Richarlison
724;Tottenham Hotspur;Spurs V Everton;??????;
725;Tottenham Hotspur;Spurs V Everton;“The goals will come” we have 12 shots on target in 4 league games that is not a recipe for goals ??;
726;Tottenham Hotspur;Spurs V Everton;£400M;
727;Tottenham Hotspur;Spurs V Everton;0 Goal in 4 games..;
728;Tottenham Hotspur;Spurs V Everton;36 draws should be enough to avoid relegation;
729;Tottenham Hotspur;Spurs V Everton;382 million = 0 goals ?;
730;Tottenham Hotspur;Spurs V Everton;6 hours without a goal;
731;Tottenham Hotspur;Spurs V Everton;7 hours;
732;Tottenham Hotspur;Spurs V Everton;A squad full of 007 agents??;
733;Tottenham Hotspur;Spurs V Everton;All that money on every position except what we needed. A creative number 10 and a number 9. No point having 50 wingers if we don’t have anyone in or around the box.;
734;Tottenham Hotspur;Spurs V Everton;allergic to scoring;
735;Tottenham Hotspur;Spurs V Everton;And he has the audacity to claim he'd be one of the best managers in Serie A. This guy wouldn't even manager in the third division;
736;Tottenham Hotspur;Spurs V Everton;"And what is this obsession with Tel? He looks like an average Championship-level player at best, yet he keeps getting chances while the attack continues to struggle.";
737;Tottenham Hotspur;Spurs V Everton;ANGE is the goat;
738;Tottenham Hotspur;Spurs V Everton;Another week another but draw we have kept 2 clean sheets and out performance are improving every week we just need goals;
739;Tottenham Hotspur;Spurs V Everton;Another weekend ruined;
740;Tottenham Hotspur;Spurs V Everton;Are we gon score;
741;Tottenham Hotspur;Spurs V Everton;Are we trying to break negative records or what? We still haven't scored.;
742;Tottenham Hotspur;Spurs V Everton;Are you kidding me?;
743;Tottenham Hotspur;Spurs V Everton;Asa ripuhhh;
744;Tottenham Hotspur;Spurs V Everton;At least Richy scores goals;
745;Tottenham Hotspur;Spurs V Everton;"At some point, “good ideas” and possession are not enough. If your team cannot create chances, cannot score, and you keep making the same selection mistakes, then the manager has to take responsibility.";
746;Tottenham Hotspur;Spurs V Everton;atp just delete the club bro ????;
747;Tottenham Hotspur;Spurs V Everton;Ayam sayur????;
748;Tottenham Hotspur;Spurs V Everton;Baller;
749;Tottenham Hotspur;Spurs V Everton;Better play today but finishing was non-existent ??;
750;Tottenham Hotspur;Spurs V Everton;Better than 0 ????;
751;Tottenham Hotspur;Spurs V Everton;"Better than the first 3, but what happened in the second half??? We played like we wanted to win in the first half, but played like we don't want to in the second. Is it a mental thing? A confidence thing? We have to fix this to start winning. COME ON SPURS!!!! ??????";
752;Tottenham Hotspur;Spurs V Everton;Bloggggggg;
753;Tottenham Hotspur;Spurs V Everton;Boys boys we need to score;
754;Tottenham Hotspur;Spurs V Everton;Bring back Harry Kane and Son. We need goal machine ????;
755;Tottenham Hotspur;Spurs V Everton;bruh;
756;Tottenham Hotspur;Spurs V Everton;But we are kicking people out while they are still building the foundation and framework of the house;
757;Tottenham Hotspur;Spurs V Everton;"Buy player 300M = 4 game , 0 goal ??";
758;Tottenham Hotspur;Spurs V Everton;Clean sheet;
759;Tottenham Hotspur;Spurs V Everton;Come on boys. Just one goal.;
760;Tottenham Hotspur;Spurs V Everton;Common You Spurs ~;
761;Tottenham Hotspur;Spurs V Everton;Could’ve paid me a lot less than what we spent during the transfer window and I’d have just as many goals;
762;Tottenham Hotspur;Spurs V Everton;COYS??;
763;Tottenham Hotspur;Spurs V Everton;"De Zerbi is not a good coach. The team barely creates anything, nobody is taking shots, and the football has become completely toothless.";
764;Tottenham Hotspur;Spurs V Everton;De Zerbi: zero goals in four matches.;
765;Tottenham Hotspur;Spurs V Everton;Decent performance. Goals will come. COYS. ??????;
766;Tottenham Hotspur;Spurs V Everton;Depressing being a spurs fan;
767;Tottenham Hotspur;Spurs V Everton;Do we know where the net is?;
768;Tottenham Hotspur;Spurs V Everton;draw fc;
769;Tottenham Hotspur;Spurs V Everton;embrassing;
770;Tottenham Hotspur;Spurs V Everton;Esse ano cai ????;
771;Tottenham Hotspur;Spurs V Everton;Fatih Terim;
772;Tottenham Hotspur;Spurs V Everton;Finding their feet. COYS;
773;Tottenham Hotspur;Spurs V Everton;for 4 weeks and every time i wake up and saw the 0-x score so that i know wthe first goal is still a dream.;
774;Tottenham Hotspur;Spurs V Everton;Forget how to score;
775;Tottenham Hotspur;Spurs V Everton;Forgotten what celebrating a goal feels like;
776;Tottenham Hotspur;Spurs V Everton;FREE RICHARLISON;Richarlison
777;Tottenham Hotspur;Spurs V Everton;Future is looking very bright ????;
778;Tottenham Hotspur;Spurs V Everton;Get Ange Postecoglou back. Attacking mindset and he won us something;
779;Tottenham Hotspur;Spurs V Everton;GO to championship;
780;Tottenham Hotspur;Spurs V Everton;Good game ????;
781;Tottenham Hotspur;Spurs V Everton;Good game..;
782;Tottenham Hotspur;Spurs V Everton;Good perfomence from league 5 team gg;
783;Tottenham Hotspur;Spurs V Everton;Good point for your relegation fight;
784;Tottenham Hotspur;Spurs V Everton;Great goals lads can we keep it up we can’t stop scoring ??;
785;Tottenham Hotspur;Spurs V Everton;GWS SPURS;
786;Tottenham Hotspur;Spurs V Everton;HAHAHAHA AYAM SAYUR AYAM SAYUR;
787;Tottenham Hotspur;Spurs V Everton;Hey guys can we score soon thanks;
788;Tottenham Hotspur;Spurs V Everton;"I actually feel with all the creativity around, Richy might have been a decent enough fit. Just a #9 that stays in around the box. Squad might benefit from having a poacher. #COYs";
789;Tottenham Hotspur;Spurs V Everton;I do not see where the goals come from. This is disgraceful.;
790;Tottenham Hotspur;Spurs V Everton;I don‘t know how anxious he is.;
791;Tottenham Hotspur;Spurs V Everton;I don't even have any words left... just don't be relegated.??;
792;Tottenham Hotspur;Spurs V Everton;"I get that the team still needs time to gel, but final third decision making is terrible rn!";
793;Tottenham Hotspur;Spurs V Everton;I have an idea! How about we make a tifo of a huge arrow directed to the goalpost?????;
794;Tottenham Hotspur;Spurs V Everton;I miss Xavi Simons ??;
795;Tottenham Hotspur;Spurs V Everton;I think we can already start blaming RDZ;
796;Tottenham Hotspur;Spurs V Everton;I told you from the very beginning that this was going to take time.;
797;Tottenham Hotspur;Spurs V Everton;I’ll take 16th;
798;Tottenham Hotspur;Spurs V Everton;"If you can’t be patient, you’d be better off supporting a team that’s already fully established and ready to win. That’s probably more suited to you.";
799;Tottenham Hotspur;Spurs V Everton;If you don’t laugh you cry;
800;Tottenham Hotspur;Spurs V Everton;I'm just wondering how this club is among the big 6;
801;Tottenham Hotspur;Spurs V Everton;Imagine we gave Ange $300m plus to spend;
802;Tottenham Hotspur;Spurs V Everton;In my opinion De Zerby should have signed Richarlison because he was our top goal scorer and he is a good player and also even if he was going to get rid of him he could have had him on the bench for squad depth and now his market value will drop and we will not make any money;Richarlison
803;Tottenham Hotspur;Spurs V Everton;It ends all square.;
804;Tottenham Hotspur;Spurs V Everton;It’s been sometime since we had consecutive clean sheet and some more we are playing with attacking intent.. good job..;
805;Tottenham Hotspur;Spurs V Everton;"It’s fine, the social media team will post a dozen videos this week of every player scoring amazing goals in training so that more than makes up for it.";
806;Tottenham Hotspur;Spurs V Everton;It's okay guyz I'm sure u will score next week anfield not even joking;
807;Tottenham Hotspur;Spurs V Everton;Joao palhinha was the last prem goal scorer;
808;Tottenham Hotspur;Spurs V Everton;"Keep at it boys, things are gelling. Also I admire the restraint to spare the players injury and listening to the medical team. Won't be long before they can go full tilt";
809;Tottenham Hotspur;Spurs V Everton;Keep the faith ?????? COYS;
810;Tottenham Hotspur;Spurs V Everton;"Kocak...lawak,,beli pemain mahal tetapi setiap pertandingan tidak pernah menang";
811;Tottenham Hotspur;Spurs V Everton;Kudus is your best player and he is on the bench ??????;
812;Tottenham Hotspur;Spurs V Everton;"Let’s be honest we don’t know how to play football, no driveway in going forward and making the right decisions. The team has no clue how to play to win, nothing to do with the coach the issue is the players attitude!";
813;Tottenham Hotspur;Spurs V Everton;Maddison plays 15 minutes should have come on earlier.;
814;Tottenham Hotspur;Spurs V Everton;Marmoush someone tell him stop winging and waving his arms around;
815;Tottenham Hotspur;Spurs V Everton;Maybe something is wrong.. ??;
816;Tottenham Hotspur;Spurs V Everton;Missing Solomon?;
817;Tottenham Hotspur;Spurs V Everton;Munotiuraya ne Bp;
818;Tottenham Hotspur;Spurs V Everton;No finisher no goals unfortunately;
819;Tottenham Hotspur;Spurs V Everton;No Premier League goal in first 4 games in embarassing another point but still no goal just boring??;
820;Tottenham Hotspur;Spurs V Everton;Not satisfying;
821;Tottenham Hotspur;Spurs V Everton;"Once we transfer the chemistry from the back to the front, we will be good.. just need a goal to kick start us????";
822;Tottenham Hotspur;Spurs V Everton;"Ozuor people, una just the cut ticket anyhow";
823;Tottenham Hotspur;Spurs V Everton;"Please next starting kinsky,vanhacke,van de ven, Robertson,porro, bentacur,tonali, Maddison,Kudus, marmoush,solanke.";
824;Tottenham Hotspur;Spurs V Everton;"Please,live Tel my best player in spur i don't think he has done anything wrong there.He was pushing more than other players atleast";
825;Tottenham Hotspur;Spurs V Everton;Poch again;
826;Tottenham Hotspur;Spurs V Everton;Rdz out;
827;Tottenham Hotspur;Spurs V Everton;Result : Sun glasses;
828;Tottenham Hotspur;Spurs V Everton;Richarlison is much better than Solanke;Richarlison
829;Tottenham Hotspur;Spurs V Everton;Richarlison would’ve chipped in a goal or two by now;Richarlison
830;Tottenham Hotspur;Spurs V Everton;sack de zerbi already…;
831;Tottenham Hotspur;Spurs V Everton;"Sad, something is definitely wrong";
832;Tottenham Hotspur;Spurs V Everton;Saka is scoring goals more than spurs till now;
833;Tottenham Hotspur;Spurs V Everton;Savio will not improve us or improve himself ???? his just running around!! The line-up vs Liverpool will be interesting no Dom please;
834;Tottenham Hotspur;Spurs V Everton;Score a goal just for a fans????;
835;Tottenham Hotspur;Spurs V Everton;Sell everything;
836;Tottenham Hotspur;Spurs V Everton;Sell the club and start a Shawarma restaurant;
837;Tottenham Hotspur;Spurs V Everton;Serie A: no 0-0 draws in 40 matches.;
838;Tottenham Hotspur;Spurs V Everton;"Seriously, stops all those criticism…";
839;Tottenham Hotspur;Spurs V Everton;Should've gone to the championship;
840;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
841;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
842;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
843;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
844;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
845;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
846;Tottenham Hotspur;Spurs V Everton;Signe artem stepanov better than solanke;
847;Tottenham Hotspur;Spurs V Everton;Solanke????????????;
848;Tottenham Hotspur;Spurs V Everton;Soun ASC bi daneu nio bagua défak yéneu match amical ??;
849;Tottenham Hotspur;Spurs V Everton;Speechless ?????;
850;Tottenham Hotspur;Spurs V Everton;Spurs is back;
851;Tottenham Hotspur;Spurs V Everton;Stay positive. The final third patterns will come #COYS;
852;Tottenham Hotspur;Spurs V Everton;stop making me ruin my weekend;
853;Tottenham Hotspur;Spurs V Everton;Stop using Archie at RB!;
854;Tottenham Hotspur;Spurs V Everton;STOP. PLAYING. TEL!!;
855;Tottenham Hotspur;Spurs V Everton;Takes off Bentancur best player on the pitch by a million miles.;
856;Tottenham Hotspur;Spurs V Everton;"Tbh this was our best game, we looked okay. Goals will come. Back everyone - we will come good.";
857;Tottenham Hotspur;Spurs V Everton;Tel won make a wish competition;
858;Tottenham Hotspur;Spurs V Everton;"That all finishing is terrible , no body can score a goal for 382 million";
859;Tottenham Hotspur;Spurs V Everton;The day kudus will start a game is the day tottenham will score their first goal. Mark this;
860;Tottenham Hotspur;Spurs V Everton;The manager is biting his nails throughout the game.;
861;Tottenham Hotspur;Spurs V Everton;The scouts need to be investigated;
862;Tottenham Hotspur;Spurs V Everton;"The team is play better each game, at least never see them going backwards which is a good sign… trust the process, give more supports than Boos… hope the international break comes sooner than later..";
863;Tottenham Hotspur;Spurs V Everton;This club should have relegated instead of Westham !!! Literally ??;
864;Tottenham Hotspur;Spurs V Everton;This time no one can stop Tottenham going relegation;
865;Tottenham Hotspur;Spurs V Everton;Toothless;
866;Tottenham Hotspur;Spurs V Everton;tottenham e vasco da Inglaterra;
867;Tottenham Hotspur;Spurs V Everton;"Tottenham we didn’t play to expectations, we need to create more chances, how many through passes did the midfielders give nothing, we don’t have striker, Solanke to me is a dead wood, we should stop the mediocrity mindset, we need to do more than this, we play well how many chances and goals did we create? We are here praising ourselves that we played well, to me we didn’t play well, how many shots on targets,how many chances did we create? we need to push more and harder if we really wants to complete, we should leave the mediocrity mindset of unnecessary praise on games cos Arsenal fans would be mad of this game not praising,do you know why ? Cos champions don’t praise themselves of draw in their home, City will be angry instead of praising on draw in their home where by they not score any goal in three matches,it’s high time we leave that mediocre mindset";
868;Tottenham Hotspur;Spurs V Everton;Trust the process ??;
869;Tottenham Hotspur;Spurs V Everton;TRUST THE PROCESS…..????????????????;
870;Tottenham Hotspur;Spurs V Everton;Two games we haven't lost! Let's take the positive from that....COYS! ????????;
871;Tottenham Hotspur;Spurs V Everton;"Victor Osimen was the man to get in my opinion, A warrior up front taking no prisoners, Up the SPURS ????";
872;Tottenham Hotspur;Spurs V Everton;Want Poch back;
873;Tottenham Hotspur;Spurs V Everton;We are improving….;
874;Tottenham Hotspur;Spurs V Everton;We are the Cleveland Browns of the Prem. You don’t understand how much it pains me to write this as a Steelers fan…;
875;Tottenham Hotspur;Spurs V Everton;"We keep putting the blame on the manager, firing them, and bringing in someone new. If the new manager fails we fire them again.";
876;Tottenham Hotspur;Spurs V Everton;"We need to be behind the team.. rebuilding is tough, we gotta go through all these, stopped all the boos and give the team the support they need… this will helps lifting their mental block…";
877;Tottenham Hotspur;Spurs V Everton;We need to wait until the entire house is finished before judging whether it was built well;
878;Tottenham Hotspur;Spurs V Everton;We played well. It will take time but The goals will come . COYS !!!;
879;Tottenham Hotspur;Spurs V Everton;We’re a laughing stock we need two quality playing one who can put goals in the back of the net and a playmaker without that we are finished need to resolve this as quick as possible!!!!!!!!!!;
880;Tottenham Hotspur;Spurs V Everton;We’re competing in the best league in the world. Rebuilding a team at this level doesn’t happen overnight.;
881;Tottenham Hotspur;Spurs V Everton;We're getting relegated Nd cNt wait ????????;
882;Tottenham Hotspur;Spurs V Everton;What happened spurs ??;
883;Tottenham Hotspur;Spurs V Everton;When will we ever score a single goal???;
884;Tottenham Hotspur;Spurs V Everton;Where my goat Richarlison;Richarlison
885;Tottenham Hotspur;Spurs V Everton;Where’s the goal???;
886;Tottenham Hotspur;Spurs V Everton;Who’s Tottenham’s top scorer this season? ??;
887;Tottenham Hotspur;Spurs V Everton;Why are we taking off our strikers when all we can muster is crosses. Shocking coaching;
888;Tottenham Hotspur;Spurs V Everton;Worse than Thomas frank atm;
889;Tottenham Hotspur;Spurs V Everton;WTF are u doing?;
890;Tottenham Hotspur;Spurs V Everton;wtf is going on;
891;Tottenham Hotspur;Spurs V Everton;Yu guys will improve;
892;Tottenham Hotspur;Spurs V Everton;????;
893;Tottenham Hotspur;Spurs V Everton;??;
894;Tottenham Hotspur;Spurs V Everton;??;
895;Tottenham Hotspur;Spurs V Everton;????una life don spoil;
896;Tottenham Hotspur;Spurs V Everton;??????;
897;Tottenham Hotspur;Spurs V Everton;????????????;
898;Tottenham Hotspur;Spurs V Everton;????????????????????;
899;Tottenham Hotspur;Spurs V Everton;??;
